业务日期,年,月,省份,城市,客户类型,供应商,门店,商品名称,规格,数量(盒),单价(元),金额(元),有效期
2025-05-26,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店2094916285,奥美拉唑肠溶胶囊,20mg\30粒/瓶×1瓶/盒x150盒,1,58.0,58.0,2026-09-30
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店837023352,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×12支/盒x40盒,-6,70.5,-423.0,2026-10-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店3852435431,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,5,55.0,275.0,2026-11-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店4073893839,荜铃胃痛颗粒,每袋相当于饮片20克\6袋/盒x90盒,3,39.0,117.0,2027-05-31
2025-05-26,2025,5,天津市,天津市,连锁总部,供应商1848865237,门店3629526452,马来酸依那普利片,5mg\8片/板×2板/盒x300盒,3,5.24,15.72,2027-09-30
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2890810015,蓝芩口服液,每支装10ml\7支/盒x80盒,5,45.5,227.5,2026-11-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1220001636,散风通窍滴丸,每20丸重0.76g\20丸/袋×3袋/盒x100盒,-1,59.0,-59.0,2026-03-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店2718191504,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,38.0,76.0,2026-12-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店2313981624,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,4,52.9,211.6,2026-10-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3552031974,甲钴胺胶囊,0.5mg\50粒/瓶×1瓶/盒x100盒,1,40.0,40.0,2026-10-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1724907158,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店3441293945,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,3,23.5,70.5,2027-10-31
2025-05-26,2025,5,北京市,北京市,连锁总部,供应商1140000869,门店288675028,黄芪精,每支装10ml\60支/盒x8盒,2,376.0,752.0,2026-09-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3010526658,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店3523239331,百乐眠胶囊,0.27g\24粒/瓶×1瓶/盒x200盒,1,50.0,50.0,2026-11-30
2025-05-26,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店2158336635,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×12支/盒x40盒,3,81.1,243.3,2026-10-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店233997103,黄芪精,每支装10ml\60支/盒x8盒,8,388.0,3104.0,2026-07-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1220001636,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,10,38.0,380.0,2026-03-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店610582429,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,10,23.5,235.0,2027-11-30
2025-05-26,2025,5,江苏省,镇江市,连锁总部,供应商138934222,门店1114105827,盐酸左氧氟沙星胶囊,0.1g\12粒/板×1板/盒x200盒,1,14.0,14.0,2027-11-30
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店1477901759,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×12支/盒x40盒,2,70.5,141.0,2026-10-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店937286146,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,10,52.9,529.0,2026-10-31
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店403124052,蓝芩口服液,每支装10ml\7支/盒x80盒,10,45.5,455.0,2026-11-30
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店2927868418,苯磺酸左氨氯地平片,按左氨氯地平计2.5mg\14片/板×2板/盒x200盒,4,14.82,59.28,2027-01-31
2025-05-26,2025,5,广东省,惠州市,连锁总部,供应商2146400823,门店3281876346,蓝芩口服液,每支装10ml\7支/盒x80盒,7,45.5,318.5,2026-11-30
2025-05-26,2025,5,北京市,北京市,连锁总部,供应商1140000869,门店3839667381,荜铃胃痛颗粒,每袋相当于饮片20克\6袋/盒x90盒,1,39.8,39.8,2027-12-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2139752707,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1724907158,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,15,38.0,570.0,2026-03-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店3677632535,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,52.9,105.8,2026-10-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店1684745453,依帕司他片,50mg\9片/板×2板/盒x300盒,2,68.0,136.0,2027-10-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3599067208,神曲消食口服液,10ml/支\6支/盒x80盒,5,79.0,395.0,2026-11-30
2025-05-26,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店483190277,蓝芩口服液,每支装10ml\7支/盒x80盒,4,49.8,199.2,2026-05-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店792373868,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,52.9,105.8,2026-10-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3796043905,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店4280928625,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,2,9.8,19.6,2027-11-30
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店3479214063,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,1,26.8,26.8,2028-01-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3094670455,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店461399709,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店3165507656,黄芪精,每支装10ml\30支/盒x12盒,2,225.0,450.0,2025-12-31
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店2031628649,甲钴胺胶囊,0.5mg\50粒/瓶×1瓶/盒x100盒,1,45.0,45.0,2026-10-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店2763119883,头孢丙烯片,0.25g\10片/瓶×1瓶/盒x160盒,4,30.2,120.8,2026-09-30
2025-05-26,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店1739139483,苯磺酸氨氯地平片,5mg\14片/板×2板/盒x200盒,4,50.0,200.0,2027-11-30
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店2763119883,盐酸左氧氟沙星胶囊,0.1g\12粒/板×1板/盒x200盒,2,10.4,20.8,2027-11-30
2025-05-26,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店3880858480,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×12支/盒x40盒,3,70.5,211.5,2026-10-31
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店3441293945,氯雷他定片,10mg\12片/板×1板/盒x200盒,4,24.0,96.0,2028-01-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店618238031,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2494841926,富马酸卢帕他定片,10mg\5片x200盒,1,95.0,95.0,2026-09-30
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2222373423,蓝芩口服液,每支装10ml\7支/盒x80盒,6,45.5,273.0,2026-11-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2872291003,黄芪精,每支装10ml\60支/盒x8盒,4,398.0,1592.0,2026-06-30
2025-05-26,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店4284826126,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,2,21.41,42.82,2027-11-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3649551328,富马酸卢帕他定片,10mg\5片x200盒,1,95.0,95.0,2026-09-30
2025-05-26,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店885503751,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,1,59.8,59.8,2026-11-30
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店2140304890,盐酸左氧氟沙星胶囊,0.1g\12粒/板×1板/盒x200盒,3,14.0,42.0,2027-11-30
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店451817554,荜铃胃痛颗粒,每袋相当于饮片20克\6袋/盒x90盒,1,39.8,39.8,2027-07-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店2050760281,黄芪精,每支装10ml\60支/盒x8盒,7,388.0,2716.0,2026-07-31
2025-05-26,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店1419787629,散风通窍滴丸,每20丸重0.76g\20丸/袋×3袋/盒x100盒,-11,58.0,-638.0,2026-02-28
2025-05-26,2025,5,广东省,惠州市,连锁总部,供应商2146400823,门店3068279232,蓝芩口服液,每支装10ml\7支/盒x80盒,4,45.5,182.0,2026-11-30
2025-05-26,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店3560786077,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,-2,24.8,-49.6,2027-08-31
2025-05-26,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店927869161,兰索拉唑肠溶片,15mg\14片x200盒,2,32.4,64.8,2026-10-31
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店1142994912,蓝芩口服液,每支装10ml\7支/盒x80盒,19,45.5,864.5,2026-11-30
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店86086461,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,15,52.9,793.5,2026-10-31
2025-05-26,2025,5,江苏省,南京市,连锁总部,供应商138934222,门店2894237190,盐酸左氧氟沙星胶囊,0.1g\12粒/板×1板/盒x200盒,4,14.0,56.0,2027-11-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2094774296,散风通窍滴丸,每20丸重0.76g\20丸/袋×3袋/盒x100盒,1,59.0,59.0,2026-03-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店774012065,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×12支/盒x40盒,2,70.5,141.0,2026-10-31
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2905281246,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,5,29.9,149.5,2027-12-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店3420748622,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,52.9,105.8,2026-10-31
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2216135265,蓝芩口服液,每支装10ml\7支/盒x80盒,3,45.5,136.5,2026-11-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2139752707,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,11,38.0,418.0,2026-03-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店2965873935,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,52.9,105.8,2026-10-31
2025-05-26,2025,5,广东省,东莞市,连锁总部,供应商2146400823,门店1186798399,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,4,8.9,35.6,2027-12-31
2025-05-26,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店215118381,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,4,23.5,94.0,2027-11-30
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店591930593,氯雷他定片,10mg\12片/板×1板/盒x200盒,3,24.0,72.0,2028-01-31
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2222373423,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,2,78.0,156.0,2027-01-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1962546716,甲钴胺胶囊,0.5mg\50粒/瓶×1瓶/盒x100盒,-1,40.0,-40.0,2025-10-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店2718191504,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,10,23.5,235.0,2027-11-30
2025-05-26,2025,5,江苏省,南京市,连锁总部,供应商138934222,门店3394162733,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×12支/盒x40盒,2,70.5,141.0,2026-10-31
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店3994478425,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,2,9.8,19.6,2027-11-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3931371376,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1220001636,散风通窍滴丸,每20丸重0.76g\20丸/袋×3袋/盒x100盒,-1,59.0,-59.0,2026-03-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2410483339,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,6,38.0,228.0,2026-03-31
2025-05-26,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店3570435452,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,50.94,101.88,2026-10-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2735399145,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,38.0,76.0,2026-03-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店3573392730,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,2,23.5,47.0,2027-11-30
2025-05-26,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店4128089487,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,20,38.0,760.0,2026-12-31
2025-05-26,2025,5,天津市,天津市,连锁总部,供应商1848865237,门店1797192824,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,5,21.41,107.05,2027-11-30
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店4271382280,氯雷他定片,10mg\12片/板×1板/盒x200盒,2,24.0,48.0,2028-01-31
2025-05-26,2025,5,天津市,天津市,连锁总部,供应商1848865237,门店3897941163,百乐眠胶囊,0.27g\28粒/瓶×1瓶/盒x200盒,1,49.3,49.3,2026-11-30
2025-05-26,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店1118481588,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,52.9,105.8,2026-10-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3881847235,荜铃胃痛颗粒,每袋相当于饮片20克\6袋/盒x90盒,2,39.0,78.0,2027-05-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店3585145712,头孢丙烯片,0.25g\10片/瓶×1瓶/盒x160盒,3,46.2,138.6,2026-09-30
2025-05-26,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店3069220707,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,6,50.94,305.64,2026-10-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1668535262,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,1,26.5,26.5,2027-11-30
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店837626522,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,55.0,110.0,2026-11-30
2025-05-26,2025,5,江苏省,泰州市,连锁总部,供应商138934222,门店2462694085,黄芪精,每支装10ml\12支/盒x40盒,-1,48.0,-48.0,2025-12-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1668535262,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-26,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店4213532176,氯雷他定片,10mg\12片/板×1板/盒x200盒,2,24.0,48.0,2028-01-31
2025-05-26,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店1693825389,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,11,37.9,416.9,2026-12-31
2025-05-26,2025,5,江苏省,南京市,连锁总部,供应商138934222,门店2884954753,散风通窍滴丸,每20丸重0.76g\20丸/袋×3袋/盒x100盒,4,58.8,235.2,2026-03-31
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2325286791,蓝芩口服液,每支装10ml\7支/盒x80盒,9,45.5,409.5,2026-11-30
2025-05-26,2025,5,四川省,眉山市,连锁总部,供应商1482740674,门店4236452380,蓝芩口服液,每支装10ml\7支/盒x80盒,5,49.8,249.0,2026-05-31
2025-05-26,2025,5,福建省,福州市,连锁总部,供应商3017003205,门店4196931742,枸橼酸他莫昔芬片,10mg\60片/瓶×1瓶/盒x100盒,2,85.0,170.0,2027-07-31
2025-05-26,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店3549502145,依帕司他片,50mg\9片/板×2板/盒x300盒,1,68.0,68.0,2025-10-31
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店95344671,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,2,8.9,17.8,2027-12-31
2025-05-26,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店1376455043,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,5,21.41,107.05,2027-11-30
2025-05-26,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店2041042793,苯磺酸氨氯地平片,5mg\14片/板×2板/盒x200盒,5,35.3,176.5,2027-11-30
2025-05-26,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店4036932789,格列吡嗪缓释片,5mg\12片/板×1板/盒x200盒,2,13.4,26.8,2026-08-31
2025-05-26,2025,5,福建省,福州市,连锁总部,供应商3017003205,门店1253408451,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,3,24.5,73.5,2028-01-31
2025-05-26,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3337654496,黄芪精,每支装10ml\60支/盒x8盒,-1,398.0,-398.0,2026-06-30
2025-05-26,2025,5,江苏省,南京市,连锁总部,供应商138934222,门店2982167448,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,2,21.5,43.0,2027-12-31
2025-05-26,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店1410413117,黄芪精,每支装10ml\30支/盒x12盒,2,225.0,450.0,2026-08-31
